Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
KIA,Sportage,'1' 1.7 CRDi 114bhp ISG,M6,1685,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,119,"£1,093",,"£1,093",6,71.0,257,,34,100,0.02,,,,,,,
KIA,Sportage,'2' 1.7 CRDi 114bhp ISG,M6,1685,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,119,"£1,093",,"£1,093",6,71.0,257,,34,100,0.02,,,,,,,
KIA,Sportage,'2' 1.7 CRDi 139bhp 7-speed auto DCT ISG,DCT7,1685,Diesel,,,,,5.4,4.7,4.9,52.3,60.1,57.6,129,"£1,165",,"£1,165",6,72.0,244,,40,90,0.17,,,,,,,
KIA,Sportage,'3' 1.7 CRDi 114bhp ISG,M6,1685,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,119,"£1,093",,"£1,093",6,71.0,257,,34,100,0.02,,,,,,,
KIA,Sportage,'3' 1.7 CRDi 139bhp 7-speed auto DCT ISG,DCT7,1685,Diesel,,,,,5.4,4.7,4.9,52.3,60.1,57.6,129,"£1,165",,"£1,165",6,72.0,244,,40,90,0.17,,,,,,,
KIA,Sportage,'4' 1.7 CRDi 114bhp ISG,M6,1685,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,119,"£1,093",,"£1,093",6,71.0,257,,34,100,0.02,,,,,,,
KIA,Venga,'2' 1.4 CRDi 89bhp,M6,1396,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,115,"£1,045",,"£1,045",6,70.0,165,,38,68,0.33,,,,,,,
KIA,Venga,'3' 1.6 CRDi 114bhp ISG,M6,1582,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,261,,42,84,0.26,,,,,,,
KIA,Venga,'4' 1.6 CRDi 114bhp ISG,M6,1582,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,271,,42,84,0.26,,,,,,,
KIA,Venga,'SR7' 1.4 CRDi 89bhp,M6,1396,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,115,"£1,045",,"£1,045",6,70.0,165,,38,68,0.33,,,,,,,
LAND ROVER,Discovery Sport 16MY,2.0L TD4 (150PS) E-Capability 5-seater Manual AWD,M6-AWD,1999,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.7,129,"£1,163",,"£1,163",6,72.0,208,,56,73,0.49,,,,,,,
LAND ROVER,Range Rover Evoque 16MY,2.0L TD4 (150PS & 180PS) Coupé & 5-door Manual AWD,M6-AWD,1999,Diesel,,,,,5.5,4.3,4.8,51.4,65.7,58.9,125,"£1,139",,"£1,139",6,71.0,339,,45,62,0.00,,,,,,,
LAND ROVER,Range Rover Evoque 16MY,2.0L TD4 (150PS & 180PS) Coupé Auto AWD,A9-AWD,1999,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.7,129,"£1,163",,"£1,163",6,71.0,147,,55,63,0.54,,,,,,,
LAND ROVER,Range Rover Evoque 16MY,2.0L TD4 (150PS) 5-door Manual 2WD,6MT,1999,Diesel,,,,,5.0,3.9,4.3,56.5,72.4,65.7,113,"£1,021",,"£1,021",6,71.0,339,,45,62,0.00,,,,,,,
MAZDA,CX-3,1.5 SKYACTIV-D (105PS) 5 door AWD,M6,1499,Diesel,,,,,4.9,4.6,4.7,57.6,61.4,60.1,123,"£1,116",,"£1,116",6,71.0,285,,58,90,0.20,,,,,,,
MAZDA,CX-5,2.2 SKYACTIV-D (150PS) 2WD,M6,2191,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,119,"£1,093",,"£1,093",6,71.0,97,,68,97,0.18,,,,,,,
MAZDA,Mazda3 5 door,1.5 SKYACTIV-D (105PS),A6,1499,Diesel,,,,,4.9,4.1,4.4,57.6,68.9,64.2,114,"£1,045",,"£1,045",6,67.0,182,,58,79,0.18,,,,,,,
MAZDA,Mazda3 5 door,2.2 SKYACTIV-D (150PS),A6,2191,Diesel,,,,,6.0,4.1,4.8,47.1,68.9,58.9,127,"£1,139",,"£1,139",6,68.0,277,,61,96,0.44,,,,,,,
MAZDA,Mazda6 Saloon,2.2 SKYACTIV-D (150PS),A6,2191,Diesel,,,,,6.0,4.2,4.8,47.1,67.3,58.9,127,"£1,139",,"£1,139",6,69.1,212,,45,77,0.03,,,,,,,
MAZDA,Mazda6 Saloon,2.2 SKYACTIV-D (175PS),M6,2191,Diesel,,,,,5.5,3.9,4.5,51.4,72.4,62.8,119,"£1,068",,"£1,068",6,69.5,274,,48,99,0.17,,,,,,,
MAZDA,Mazda6 Saloon,2.2 SKYACTIV-D (175PS),A6,2191,Diesel,,,,,6.0,4.2,4.8,47.1,67.3,58.9,127,"£1,139",,"£1,139",6,69.1,212,,45,77,0.03,,,,,,,
MAZDA,Mazda6 Tourer,2.2 SKYACTIV-D (150PS),A6,2191,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,165",,"£1,165",6,69.1,212,,45,77,0.03,,,,,,,
MAZDA,Mazda6 Tourer,2.2 SKYACTIV-D (150PS) Sport Nav,M6,2191,Diesel,,,,,5.5,3.8,4.4,51.4,74.3,64.2,116,"£1,045",,"£1,045",6,69.5,168,,51,82,0.03,,,,,,,
MAZDA,Mazda6 Tourer,2.2 SKYACTIV-D (175PS),M6,2191,Diesel,,,,,5.7,4.0,4.6,49.6,70.6,61.4,121,"£1,093",,"£1,093",6,69.5,274,,48,99,0.17,,,,,,,
MAZDA,Mazda6 Tourer,2.2 SKYACTIV-D (175PS),A6,2191,Diesel,,,,,6.1,4.2,4.9,46.3,67.3,57.6,129,"£1,165",,"£1,165",6,69.1,212,,45,77,0.03,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2017",A200 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.5,3.6,4.3,51.4,78.5,65.7,111,"£1,021",,"£1,021",6,72.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2017",A200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.5,3.6,4.3,51.4,78.5,65.7,111,"£1,021",,"£1,021",6,72.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2017",A220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,124,"£1,139",,"£1,139",6,74.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2018",A 200 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.5,3.6,4.3,51.4,78.5,65.7,111,"£1,021",,"£1,021",6,72.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2018",A 200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.5,3.6,4.3,51.4,78.5,65.7,111,"£1,021",,"£1,021",6,72.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"A-Class, Model Year 2018",A 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,124,"£1,139",,"£1,139",6,74.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2017",B 200 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.3,3.7,4.3,53.3,76.4,65.7,112,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2017",B 200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.3,3.7,4.3,53.3,76.4,65.7,112,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2017",B 220 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,,,,,5.9,4.5,5.0,47.9,62.8,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2017",B 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.5,5.0,47.9,62.8,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2018",B 200 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.3,3.7,4.3,53.3,76.4,65.7,112,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2018",B 200 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.3,3.7,4.3,53.3,76.4,65.7,112,"£1,021",,"£1,021",6,71.0,266,,50,88,0.30,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2018",B 220 d 4MATIC with 17'' rear wheels,A7,2143,Diesel,,,,,5.9,4.5,5.0,47.9,62.8,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"B-Class, Model Year 2018",B 220 d 4MATIC with 18'' rear wheels,A7,2143,Diesel,,,,,5.9,4.5,5.0,47.9,62.8,56.5,130,"£1,188",,"£1,188",6,72.0,215,,62,81,0.51,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.8,4.7,5.0,48.7,60.1,56.5,130,"£1,188",,"£1,188",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,116,"£1,068",,"£1,068",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,119,"£1,068",,"£1,068",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.3,4.4,4.8,53.3,64.2,58.9,123,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.4,4.5,4.9,52.3,62.8,57.7,124,"£1,163",,"£1,163",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,126,"£1,139",,"£1,139",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.3,4.4,4.8,53.3,64.2,58.9,123,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.4,4.5,4.9,52.3,62.8,57.7,124,"£1,163",,"£1,163",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017½",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017½",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.4,4.5,4.9,52.3,62.8,57.7,126,"£1,163",,"£1,163",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017½",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2017½",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.4,4.7,4.9,52.3,60.1,57.7,126,"£1,163",,"£1,163",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.8,4.7,5.0,48.7,60.1,56.5,130,"£1,188",,"£1,188",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d with 17'' rear wheels,M6,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,116,"£1,068",,"£1,068",6,75.0,239,,77,91,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,119,"£1,068",,"£1,068",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.4,4.5,4.9,52.3,62.8,57.7,126,"£1,163",,"£1,163",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,126,"£1,139",,"£1,139",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,121,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Cabriolet, Model Year 2018",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.4,4.7,4.9,52.3,60.1,57.7,126,"£1,163",,"£1,163",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.3,3.8,4.3,53.3,74.3,65.7,113,"£1,021",,"£1,021",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,124,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.1,4.1,4.3,55.4,68.9,65.7,112,"£1,021",,"£1,021",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017",C250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.1,4.1,4.4,55.4,68.9,64.2,116,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.0,4.0,4.4,56.5,70.6,64.2,115,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,120,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2017½",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.5,4.5,4.8,51.4,62.8,58.9,127,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,3.7,4.4,52.3,76.4,64.2,112,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.3,3.8,4.3,53.3,74.3,65.7,113,"£1,021",,"£1,021",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.0,4.6,50.4,70.6,61.4,117,"£1,093",,"£1,093",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,116,"£1,045",,"£1,045",6,75.0,239,,77,92,2.00,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.7,4.2,4.7,49.6,67.3,60.1,124,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.4,4.2,4.6,52.3,67.3,61.4,122,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.4,4.8,50.4,64.2,58.9,127,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 250 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.0,4.0,4.4,56.5,70.6,64.2,115,"£1,045",,"£1,045",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 250 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.2,4.3,4.6,54.3,65.7,61.4,120,"£1,093",,"£1,093",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Coupé, Model Year 2018",C 250 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.5,4.5,4.8,51.4,62.8,58.9,127,"£1,139",,"£1,139",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 16'' rear wheels,A7,1598,Diesel,,,,,5.2,3.6,4.3,54.3,74.3,65.7,114,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 17'' rear wheels,M6,1598,Diesel,,,,,5.2,3.9,4.4,54.3,72.4,64.2,111,"£1,045",,"£1,045",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 17'' rear wheels,A7,1598,Diesel,,,,,5.2,3.8,4.3,54.3,74.3,65.7,114,"£1,021",,"£1,021",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 18'' rear wheels,M6,1598,Diesel,,,,,5.4,4.1,4.6,52.3,68.9,61.4,117,"£1,093",,"£1,093",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 18'' rear wheels,A7,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,121,"£1,093",,"£1,093",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 19'' rear wheels,M6,1598,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,120,"£1,093",,"£1,093",6,73.0,446,,68,110,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 200 d with 19'' rear wheels,A7,1598,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,124,"£1,139",,"£1,139",6,67.0,273,,54,77,0.00,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.7,129,"£1,163",,"£1,163",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 16'' rear wheels,A7,2143,Diesel,,,,,5.3,3.8,4.4,53.3,74.3,64.2,114,"£1,045",,"£1,045",6,70.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 17'' rear wheels,A7,2143,Diesel,,,,,5.3,3.8,4.4,53.3,74.3,64.2,114,"£1,045",,"£1,045",6,70.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 17'' rear wheels,A9,2143,Diesel,,,,,5.3,3.8,4.4,53.3,75.3,64.2,114,"£1,045",,"£1,045",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 18'' rear wheels,M6,2143,Diesel,,,,,5.4,4.0,4.5,52.3,70.6,62.8,115,"£1,068",,"£1,068",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 18'' rear wheels,A7,2143,Diesel,,,,,5.5,4.1,4.7,51.4,68.9,60.1,119,"£1,116",,"£1,116",6,70.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 18'' rear wheels,A9,2143,Diesel,,,,,5.6,4.1,4.7,50.4,68.9,60.1,120,"£1,116",,"£1,116",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 19'' rear wheels,M6,2143,Diesel,,,,,5.4,4.1,4.5,52.3,68.9,62.8,118,"£1,068",,"£1,068",6,75.0,252,,61,79,0.65,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 19'' rear wheels,A7,2143,Diesel,,,,,5.7,4.2,4.8,49.6,67.3,58.9,122,"£1,139",,"£1,139",6,70.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 220 d with 19'' rear wheels,A9,2143,Diesel,,,,,5.9,4.4,5.0,47.9,64.2,56.5,127,"£1,188",,"£1,188",6,71.0,180,,67,79,0.44,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d 4MATIC with 17'' rear wheels,A9,2143,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d 4MATIC with 18'' rear wheels,A9,2143,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.7,129,"£1,163",,"£1,163",6,71.0,190,,68,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 16'' rear wheels,A7,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,182,,56,69,1.12,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 16'' rear wheels,A9,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,190,,69,82,0.61,,,,,,,
MERCEDES-BENZ,"C-Class Estate, Model Year 2017",C 250 d with 17'' rear wheels,A7,2143,Diesel,,,,,5.4,3.9,4.5,52.3,72.4,62.8,117,"£1,068",,"£1,068",6,71.0,182,,56,69,1.12,,,,,,,
